% Mast Angle, Arm Angle, Background RSSI, Transmission RSSI
-180.0,0.0,0.258407059669,18.0144543255
-168.0,0.0,0.530847496241,19.3149303993
-156.0,0.0,0.556447624221,15.1365424596
-144.0,0.0,0.364297177508,11.7057938457
-132.0,0.0,0.357295155078,12.2345690499
-120.0,0.0,0.331156804264,15.3429149677
-108.0,0.0,0.582976879954,16.2955799407
-96.0,0.0,0.313094684631,17.9909394988
-84.0,0.0,0.491771382481,16.6075804984
-72.0,0.0,0.501910376891,18.4826620077
-60.0,0.0,0.470251422718,14.6873576103
-48.0,0.0,0.242852519855,10.3724948308
-36.0,0.0,0.330776125804,11.0130991275
-24.0,0.0,0.430988744825,8.15048873603
-12.0,0.0,0.293776298702,1.02215660146
0.0,0.0,0.301289774448,9.04715561214
12.0,0.0,0.309049224108,16.1509958278
24.0,0.0,0.57634937036,16.8678586849
36.0,0.0,0.314846450746,12.8937776474
48.0,0.0,0.394046017006,13.3788079001
60.0,0.0,0.394000159428,14.1177218438
72.0,0.0,0.404852276996,14.1843543999
84.0,0.0,0.318054810554,11.8612971639
96.0,0.0,0.342298587546,12.4780794743
108.0,0.0,0.272569686487,12.0793836819
120.0,0.0,0.509276730329,6.74961457133
132.0,0.0,0.30637872085,1.97052210385
144.0,0.0,0.311810263813,3.76910069644
156.0,0.0,0.317202167571,9.83251173687
168.0,0.0,0.447369907886,15.4675450364
180.0,0.0,0.421261636481,24.4789798106
