% Mast Angle, Arm Angle, Background RSSI, Transmission RSSI
-180.0,0.0,0.175095013507,1.07206949091
-178.0,0.0,0.165101606622,0.892257088333
-176.0,0.0,0.159319743983,0.688800930738
-174.0,0.0,0.173334944107,0.782536010146
-172.0,0.0,0.158129686341,0.933315636605
-170.0,0.0,0.160570719279,0.96110860756
-168.0,0.0,0.158823595874,0.838528273344
-166.0,0.0,0.167207530186,0.860465434998
-164.0,0.0,0.170616692871,1.24558996207
-162.0,0.0,0.163505784221,1.43365232059
-160.0,0.0,0.173252439179,1.61253113899
-158.0,0.0,0.176196086772,1.8190384897
-156.0,0.0,0.185515077241,1.92266897121
-154.0,0.0,0.169092036404,2.0635162589
-152.0,0.0,0.184378104836,1.98928951371
-150.0,0.0,0.180852795936,2.19446246162
-148.0,0.0,0.178605268873,2.20200764984
-146.0,0.0,0.18876869303,2.08558933428
-144.0,0.0,0.184119833611,2.25091314331
-142.0,0.0,0.187849141076,2.15332400736
-140.0,0.0,0.186727676027,2.39229691181
-138.0,0.0,0.183599601462,2.45501816964
-136.0,0.0,0.172086103283,2.31246855509
-134.0,0.0,0.202879814997,2.62827348858
-132.0,0.0,0.218644898109,2.7070489423
-130.0,0.0,0.209523303568,2.75813826922
-128.0,0.0,0.193576299049,2.89506434101
-126.0,0.0,0.194247624859,2.86582935658
-124.0,0.0,0.209756970808,3.10165844923
-122.0,0.0,0.199890429311,3.31998890048
-120.0,0.0,0.209183788277,3.27478423607
-118.0,0.0,0.211862655833,3.31155504811
-116.0,0.0,0.175310348883,3.41926984614
-114.0,0.0,0.192782587543,3.51372626951
-112.0,0.0,0.211524300218,3.52859050077
-110.0,0.0,0.182173780367,3.42734307697
-108.0,0.0,0.222467929035,3.39308597425
-106.0,0.0,0.227741081551,3.5647577951
-104.0,0.0,0.220787107654,3.75375604385
-102.0,0.0,0.2215889396,4.01583731705
-100.0,0.0,0.229655259341,3.65492764562
-98.0,0.0,0.18761667189,3.95240367517
-96.0,0.0,0.222603526376,3.67479608694
-94.0,0.0,0.21991249036,3.78952757108
-92.0,0.0,0.210957806364,4.00377399886
-90.0,0.0,0.190743770711,3.7932045975
-88.0,0.0,0.233808976211,3.86298936754
-86.0,0.0,0.227952494673,3.68841518581
-84.0,0.0,0.208600180522,3.7555245899
-82.0,0.0,0.209483223103,3.9120599393
-80.0,0.0,0.206244902313,3.65099491
-78.0,0.0,0.208568485908,3.83361497891
-76.0,0.0,0.253832693495,3.74855852795
-74.0,0.0,0.208671099558,3.72438403466
-72.0,0.0,0.246978484936,3.8465400798
-70.0,0.0,0.248988234453,4.00757964152
-68.0,0.0,0.206052053109,3.91684743556
-66.0,0.0,0.266019682147,4.42554812983
-64.0,0.0,0.231568472423,4.68021292841
-62.0,0.0,0.221398321703,4.79984056893
-60.0,0.0,0.203923927531,4.83763613775
-58.0,0.0,0.234768582433,4.9324416301
-56.0,0.0,0.273086336993,4.96734932286
-54.0,0.0,0.263976825461,5.5743279866
-52.0,0.0,0.282065152258,5.75764882985
-50.0,0.0,0.306491843879,5.64697166386
-48.0,0.0,0.28341337391,5.98692585737
-46.0,0.0,0.213161850005,6.19036062405
-44.0,0.0,0.293228809968,6.20286790732
-42.0,0.0,0.324005348444,6.40349034351
-40.0,0.0,0.283867802382,6.45325467983
-38.0,0.0,0.301387928352,6.60776748788
-36.0,0.0,0.330521423802,6.39764429784
-34.0,0.0,0.306876135334,6.85144052035
-32.0,0.0,0.29723506479,6.88437677979
-30.0,0.0,0.302252892107,6.83769127896
-28.0,0.0,0.275299750656,6.54168129581
-26.0,0.0,0.293319397487,6.65540400624
-24.0,0.0,0.323140836552,6.39140279073
-22.0,0.0,0.236345123544,6.27565137601
-20.0,0.0,0.284987155467,6.05315451348
-18.0,0.0,0.283491762258,5.69233145511
-16.0,0.0,0.261900139585,5.64264354381
-14.0,0.0,0.267210868619,5.38570213228
-12.0,0.0,0.246088128693,5.13573960951
-10.0,0.0,0.241455438159,4.84702954018
-8.0,0.0,0.246397311635,4.42261320722
-6.0,0.0,0.225580307864,4.08726664084
-4.0,0.0,0.223922767788,3.80141238457
-2.0,0.0,0.2062976778,3.5025638552
0.0,0.0,0.196794464879,2.93412680689
2.0,0.0,0.200356854796,2.61482419884
4.0,0.0,0.163931989186,2.38464867076
6.0,0.0,0.192155148841,2.5541235922
8.0,0.0,0.167506808199,2.6883256686
10.0,0.0,0.172055698104,2.58989777261
12.0,0.0,0.187293087028,2.73539482129
14.0,0.0,0.183667401426,2.80081760997
16.0,0.0,0.170021664687,2.88734893748
18.0,0.0,0.195589975402,3.47730549815
20.0,0.0,0.211907406114,3.25975900492
22.0,0.0,0.218592525795,3.74005707741
24.0,0.0,0.232644527026,4.0861538116
26.0,0.0,0.202605651118,4.15224680677
28.0,0.0,0.224542689167,4.44308817297
30.0,0.0,0.235214603528,4.29655525213
32.0,0.0,0.200273272291,4.09913304585
34.0,0.0,0.207514663033,4.57556190807
36.0,0.0,0.280173985548,4.63561893749
38.0,0.0,0.226914248265,4.71004726905
40.0,0.0,0.213588016719,4.83405351818
42.0,0.0,0.218875193164,4.92214172041
44.0,0.0,0.210775462799,4.79667752239
46.0,0.0,0.221349304013,4.6961868118
48.0,0.0,0.255755628444,4.80878742683
50.0,0.0,0.226924852133,4.63998217323
52.0,0.0,0.234542838693,4.94742830193
54.0,0.0,0.27284188316,4.81642213091
56.0,0.0,0.226784971528,4.97081221551
58.0,0.0,0.257107089572,4.74577097309
60.0,0.0,0.268537340738,4.6721036551
62.0,0.0,0.208057540715,4.69361467457
64.0,0.0,0.194179812446,4.45644962746
66.0,0.0,0.224813780606,4.49071210158
68.0,0.0,0.254826281302,4.404671525
70.0,0.0,0.199193176083,4.20302773276
72.0,0.0,0.200821242079,4.10837390924
74.0,0.0,0.259558656178,4.13237670875
76.0,0.0,0.188326425634,3.86185956851
78.0,0.0,0.258509534776,3.80495325869
80.0,0.0,0.180667116128,3.50839895821
82.0,0.0,0.183417301789,3.5966902
84.0,0.0,0.176543948732,3.44119349945
86.0,0.0,0.191653990507,3.17123448876
88.0,0.0,0.193178877138,3.20225806072
90.0,0.0,0.167439323075,3.01187588373
92.0,0.0,0.19031194663,3.39420894995
94.0,0.0,0.218169498242,3.58706623462
96.0,0.0,0.21194266326,3.12154435492
98.0,0.0,0.215495539106,3.53604881692
100.0,0.0,0.189622303277,3.65451687884
102.0,0.0,0.215257235959,3.80669254723
104.0,0.0,0.222760994345,3.88975090703
106.0,0.0,0.212296656802,3.95077435151
108.0,0.0,0.227333742559,4.36987113878
110.0,0.0,0.206720904104,4.57664276034
112.0,0.0,0.208752476662,4.72015089092
114.0,0.0,0.250969384827,4.60408364117
116.0,0.0,0.22639249824,4.79186106521
118.0,0.0,0.236834281571,5.18852406403
120.0,0.0,0.208110328354,5.33426242608
122.0,0.0,0.229764758252,5.42785466328
124.0,0.0,0.185702617504,5.11507998937
126.0,0.0,0.218869250402,5.01253267345
128.0,0.0,0.2862629558,5.36589052004
130.0,0.0,0.274482960135,5.18599291125
132.0,0.0,0.207432588935,5.26831194794
134.0,0.0,0.190162875466,5.169660889
136.0,0.0,0.218824917123,4.84865860787
138.0,0.0,0.248774118699,4.874061304
140.0,0.0,0.195758602627,4.73072277972
142.0,0.0,0.182533054702,4.43473341459
144.0,0.0,0.219726941653,4.34551419616
146.0,0.0,0.174919680528,4.26576633057
148.0,0.0,0.219454443045,4.2169697111
150.0,0.0,0.212475898206,4.13345862207
152.0,0.0,0.216913318999,3.85951408139
154.0,0.0,0.1680911901,3.79000589067
156.0,0.0,0.204181723475,3.86482399696
158.0,0.0,0.214486605249,3.95129499069
160.0,0.0,0.212018816151,3.68503356311
162.0,0.0,0.212488487735,3.9385518789
164.0,0.0,0.209109707735,3.9371299606
166.0,0.0,0.216173528858,4.16514234886
168.0,0.0,0.209773459628,4.26225882381
170.0,0.0,0.21186719881,4.12998703921
172.0,0.0,0.200830862574,4.33063747454
174.0,0.0,0.219327989444,3.9849164063
176.0,0.0,0.215493777595,4.04338585705
178.0,0.0,0.215465558305,3.83589692447
180.0,0.0,0.206828344643,3.59200946468
